,UKREIS,UJAHR,UMONAT,UWOCHENTAG,USTUNDE,UKATEGORIE,UART,UTYP1,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,ULICHTVERH,STRZUSTAND,longitude,latitude,Stadtteil,Ortsteil,geometry
2646,11,2018,3,3,19,3,5,3,1,1,0,0,0,0,0,0,8.877016525000045,53.08094297100007,Vahr,Neue Vahr Südwest,POINT (8.877016525000045 53.08094297100007)
2647,11,2018,5,4,7,3,5,3,1,1,0,0,0,0,0,0,8.62487883600005,53.17858385000005,Vegesack,Vegesack,POINT (8.62487883600005 53.17858385000005)
2648,11,2018,3,3,13,3,5,3,1,1,0,0,0,0,0,0,8.871838730000036,53.07713350200004,Vahr,Gartenstadt Vahr,POINT (8.871838730000036 53.07713350200004)
2649,11,2018,3,3,16,3,0,3,1,0,0,0,0,0,0,0,8.816251032000025,53.07251031200008,Mitte,Ostertor,POINT (8.816251032000025 53.07251031200008)
2650,11,2018,4,4,16,3,5,3,1,1,0,0,0,0,0,0,8.789926864000051,53.07140474300007,Neustadt,Neustadt,POINT (8.789926864000051 53.07140474300007)
2651,11,2018,4,6,23,3,5,3,1,1,0,0,0,0,2,0,8.80132915400003,53.07148678900006,Neustadt,Alte Neustadt,POINT (8.80132915400003 53.07148678900006)
2652,11,2018,5,5,21,3,6,4,1,0,1,0,0,0,0,0,8.807208479000053,53.082638615000064,Mitte,Bahnhofsvorstadt,POINT (8.807208479000053 53.08263861500006)
2653,12,2018,5,5,6,2,5,3,1,1,0,0,0,0,0,0,8.641383399000063,53.53735130200005,Schiffdorferdamm,Buschkämpen,POINT (8.641383399000063 53.53735130200005)
2654,11,2018,5,7,16,3,4,6,1,1,0,0,0,0,0,0,8.765570123000032,53.16155516200007,,Blockland,POINT (8.765570123000032 53.16155516200007)
2655,11,2018,5,1,15,3,0,1,1,0,0,0,0,0,0,0,8.613045340000042,53.19403866600004,Vegesack,Aumund-Hammersbeck,POINT (8.613045340000042 53.19403866600004)
2656,11,2018,5,2,12,3,5,2,1,1,0,0,0,0,0,0,8.784188053000037,53.10338563300007,Walle,Walle,POINT (8.784188053000037 53.10338563300007)
2657,11,2018,5,3,6,3,4,6,1,1,0,0,0,0,0,0,8.848347090000061,53.03862752100008,Obervieland,Habenhausen,POINT (8.848347090000061 53.03862752100008)
2658,11,2018,5,4,17,3,3,6,1,0,0,0,0,0,0,0,8.786347457000034,53.10088571500006,Walle,Walle,POINT (8.786347457000034 53.10088571500006)
2659,11,2018,5,3,17,3,0,4,1,1,1,0,0,0,0,0,8.818196688000057,53.05136362400003,Neustadt,Huckelriede,POINT (8.818196688000057 53.05136362400003)
2660,12,2018,5,7,18,3,1,7,1,1,0,0,0,0,0,0,8.614187929000025,53.52964675900006,Geestemünde,Buschkämpen,POINT (8.614187929000025 53.52964675900006)
2661,11,2018,5,2,14,2,5,3,1,1,0,0,0,0,0,0,8.736376779000068,53.13369136000006,Gröpelingen,Oslebshausen,POINT (8.736376779000068 53.13369136000006)
2662,11,2018,5,7,12,3,8,1,1,1,0,0,0,0,0,0,8.787016355000048,53.100090926000064,Walle,Westend,POINT (8.787016355000048 53.10009092600006)
2663,11,2018,5,3,14,3,5,3,1,1,0,0,0,0,0,0,8.836986973000023,53.099258715000076,Schwachhausen,Neu-Schwachhausen,POINT (8.836986973000023 53.09925871500008)
2664,11,2018,5,6,13,3,5,3,1,1,0,0,0,0,0,0,8.905977993000022,53.07844722800007,Vahr,Neue Vahr Südost,POINT (8.905977993000022 53.07844722800007)
2665,12,2018,6,1,18,3,8,1,1,0,0,0,0,0,0,0,8.593769543000064,53.51383092100008,Wulsdorf,Geestemünde-Süd,POINT (8.593769543000064 53.51383092100008)
2666,11,2018,5,2,11,3,5,3,1,1,0,0,0,0,0,0,8.876394636000043,53.08126811600005,Vahr,Gartenstadt Vahr,POINT (8.876394636000043 53.08126811600005)
2667,11,2018,5,7,9,2,5,6,1,1,0,0,0,0,0,0,8.78203591600004,53.07738679900007,Woltmershausen,Woltmershausen,POINT (8.782035916000041 53.07738679900007)
2668,11,2018,5,2,14,3,5,2,1,1,0,0,0,0,0,0,8.891969968000069,53.08034370300004,Vahr,Neue Vahr Südwest,POINT (8.891969968000069 53.08034370300004)
2669,12,2018,5,3,8,3,5,3,1,1,0,0,0,0,0,0,8.600159320000046,53.531407623000064,Geestemünde,Buschkämpen,POINT (8.600159320000046 53.53140762300006)
2670,11,2018,6,7,17,3,5,3,1,1,0,0,0,0,0,0,8.868217671000025,53.06194058500006,Hemelingen,Hastedt,POINT (8.868217671000025 53.06194058500006)
2671,12,2018,5,6,16,3,5,3,1,1,0,0,0,0,0,0,8.607591110000044,53.53523753200005,Geestemünde,Buschkämpen,POINT (8.607591110000044 53.53523753200005)
2672,11,2018,5,4,8,3,4,6,1,0,0,1,0,0,0,0,8.852619314000037,53.06050469200005,Hemelingen,Hastedt,POINT (8.852619314000037 53.06050469200005)
2673,11,2018,5,6,10,3,3,6,1,1,0,0,0,1,0,0,8.868273099000021,53.09124322200006,Horn-Lehe,Horn,POINT (8.868273099000021 53.09124322200006)
2674,11,2018,5,6,15,2,5,3,1,1,0,0,0,0,0,0,8.864423816000055,53.06698099100004,Hemelingen,Hastedt,POINT (8.864423816000055 53.06698099100004)
2675,12,2018,5,1,20,3,5,3,1,1,0,0,0,0,0,0,8.584661525000058,53.55687999300005,Lehe,Königsheide,POINT (8.584661525000058 53.55687999300005)
2676,11,2018,5,6,16,3,0,7,1,0,0,0,0,0,0,0,8.690202291000048,53.169182841000065,Burglesum,Lesum,POINT (8.690202291000048 53.16918284100007)
2677,11,2018,5,3,11,3,3,2,1,1,0,0,0,0,0,0,8.820937999000023,53.05115975500007,Obervieland,Kattenturm,POINT (8.820937999000023 53.05115975500007)
2678,11,2018,5,5,17,2,6,6,1,0,1,0,0,0,0,0,8.911743147000038,53.10774783000005,,,POINT (8.911743147000038 53.10774783000005)
2679,11,2018,5,5,13,3,5,3,1,1,0,0,0,0,0,0,8.715401133000057,53.05284382700006,Huchting,Mittelshuchting,POINT (8.715401133000057 53.05284382700006)
2680,11,2018,5,3,15,3,0,1,1,0,0,0,0,0,0,0,8.780506752000065,53.10066379700004,Walle,Walle,POINT (8.780506752000065 53.10066379700004)
2681,11,2018,5,5,18,3,0,7,1,0,0,0,0,0,0,0,8.95327786200005,53.034265565000055,Hemelingen,Mahndorf,POINT (8.95327786200005 53.03426556500006)
2682,11,2018,5,3,7,3,0,7,1,0,0,0,0,1,0,0,8.80102193600004,53.07730824200007,Mitte,Altstadt,POINT (8.801021936000041 53.07730824200007)
2683,11,2018,5,5,14,3,0,1,1,0,0,0,0,0,0,0,8.834584009000025,53.08521988200005,Schwachhausen,Schwachhausen,POINT (8.834584009000025 53.08521988200005)
2684,11,2018,5,5,20,3,0,5,1,1,0,0,0,0,1,0,8.828840544000059,53.072178343000076,Östliche Vorstadt,Steintor,POINT (8.828840544000059 53.07217834300008)
2685,11,2018,5,2,17,3,5,3,1,1,0,0,0,0,0,0,8.70248400500003,53.17002592700004,Burglesum,Burgdamm,POINT (8.702484005000031 53.17002592700004)
2686,11,2018,5,5,19,2,0,7,1,0,0,0,0,0,0,0,8.822810638000021,53.07564185400008,Mitte,Ostertor,POINT (8.822810638000021 53.07564185400008)
2687,11,2018,5,5,21,2,0,7,1,0,0,0,0,0,2,0,8.91928305500005,53.04117094000003,Hemelingen,Arbergen,POINT (8.919283055000051 53.04117094000003)
2688,12,2018,5,2,18,3,5,3,1,1,0,0,0,0,0,0,8.595218407000061,53.51136496000004,Wulsdorf,Geestemünde-Süd,POINT (8.595218407000061 53.51136496000004)
2689,11,2018,6,6,20,3,5,3,1,1,0,0,0,0,0,0,8.796901239000022,53.06457730300008,Neustadt,Gartenstadt Süd,POINT (8.796901239000022 53.06457730300008)
2690,11,2018,5,3,16,3,5,3,1,1,0,0,0,0,0,0,8.901463549000027,53.05942573800007,Hemelingen,Sebaldsbrück,POINT (8.901463549000027 53.05942573800007)
2691,11,2018,5,5,17,2,3,1,1,0,0,0,0,0,0,0,8.845115247000024,53.07764127000007,Schwachhausen,Gete,POINT (8.845115247000024 53.07764127000007)
2692,11,2018,5,3,7,3,5,3,1,1,0,0,0,0,0,0,8.723862059000055,53.04355584500007,Huchting,Sodenmatt,POINT (8.723862059000055 53.04355584500007)
2693,12,2018,5,6,7,3,5,3,1,1,0,0,0,0,0,0,8.63841607300003,53.532046595000054,Schiffdorferdamm,Buschkämpen,POINT (8.63841607300003 53.53204659500005)
2694,11,2018,6,2,18,3,5,2,1,1,0,0,0,0,0,0,8.827683686000057,53.083016573000066,Schwachhausen,Schwachhausen,POINT (8.827683686000057 53.08301657300007)
2695,12,2018,5,4,12,3,5,3,1,0,0,0,1,0,0,0,8.589717274000066,53.52691004400003,Geestemünde,Buschkämpen,POINT (8.589717274000066 53.52691004400003)
2696,11,2018,5,2,10,3,0,7,1,0,0,0,0,0,0,0,8.569132060000072,53.18123986300003,Blumenthal,Blumenthal,POINT (8.569132060000072 53.18123986300003)
2697,12,2018,5,4,16,3,1,5,1,1,0,0,0,0,0,0,8.59866544700003,53.53013449000008,Geestemünde,Buschkämpen,POINT (8.59866544700003 53.53013449000008)
2698,11,2018,5,5,17,3,5,2,1,1,0,0,0,0,0,0,8.618806805000077,53.17819002700003,Vegesack,Fähr-Lobbendorf,POINT (8.618806805000077 53.17819002700003)
2699,11,2018,5,4,15,3,5,2,1,1,0,0,0,0,0,0,8.825133329000039,53.084340901000076,Schwachhausen,Bürgerpark,POINT (8.825133329000039 53.08434090100008)
2700,11,2018,5,3,19,3,5,3,1,0,0,0,0,1,0,0,8.88104118700005,53.06105966000007,Hemelingen,Hastedt,POINT (8.881041187000051 53.06105966000007)
2701,11,2018,5,4,9,2,2,6,1,1,0,0,0,0,0,0,8.831064157000071,53.07604137100003,Östliche Vorstadt,Fesenfeld,POINT (8.831064157000071 53.07604137100003)
2702,11,2018,5,6,8,2,5,3,1,1,0,0,0,0,0,0,8.618208060000029,53.17448806700003,Vegesack,Vegesack,POINT (8.618208060000029 53.17448806700003)
2703,11,2018,6,2,12,2,0,7,1,0,0,0,0,0,0,0,8.774530816000038,53.11190108800008,Walle,Walle,POINT (8.774530816000038 53.11190108800008)
2704,11,2018,5,4,13,2,6,7,1,0,1,0,0,0,0,0,8.52868552700005,53.19390455700005,Blumenthal,Farge,POINT (8.52868552700005 53.19390455700005)
2705,11,2018,5,3,10,3,5,3,1,1,0,0,0,0,0,0,8.902613135000024,53.12676357200007,,Borgfeld,POINT (8.902613135000024 53.12676357200007)
2706,11,2018,5,2,6,3,1,3,1,1,0,0,0,0,0,0,8.901428151000061,53.059422408000046,Hemelingen,Sebaldsbrück,POINT (8.901428151000061 53.05942240800005)
2707,11,2018,5,4,6,3,5,3,1,1,0,0,0,0,0,0,8.695292600000073,53.16875345400007,Burglesum,Lesum,POINT (8.695292600000073 53.16875345400007)
2708,11,2018,5,4,9,3,5,3,1,1,0,0,0,0,0,0,8.771389369000076,53.09501779500005,Walle,Überseestadt,POINT (8.771389369000076 53.09501779500005)
2709,11,2018,5,3,16,3,0,7,1,0,0,0,0,1,0,0,8.904303285000026,53.047447215000034,Hemelingen,Hemelingen,POINT (8.904303285000026 53.04744721500003)
2710,11,2018,5,5,14,3,3,6,1,1,0,0,0,0,0,0,8.601907510000046,53.18012273100004,Vegesack,Fähr-Lobbendorf,POINT (8.601907510000046 53.18012273100004)
2711,12,2018,6,6,10,3,5,3,1,1,0,0,0,0,0,0,8.599992923000059,53.51225272800008,Wulsdorf,Geestemünde-Süd,POINT (8.599992923000059 53.51225272800008)
2712,11,2018,5,4,15,3,6,4,1,0,1,0,0,0,0,0,8.816351990000044,53.07796870200008,Mitte,Ostertor,POINT (8.816351990000044 53.07796870200008)
2713,11,2018,5,6,8,3,0,6,1,0,0,0,0,0,0,0,8.804415224000024,53.08075552100007,Mitte,Bahnhofsvorstadt,POINT (8.804415224000024 53.08075552100007)
2714,11,2018,5,1,15,3,7,7,1,0,0,0,0,1,0,0,8.751365510000028,53.12974204600005,Gröpelingen,Ohlenhof,POINT (8.751365510000028 53.12974204600005)
2715,11,2018,5,4,18,3,3,6,1,1,0,0,0,0,0,0,8.842162290000033,53.03184078100003,Obervieland,Arsten,POINT (8.842162290000033 53.03184078100003)
2716,11,2018,5,4,17,3,6,3,1,0,1,0,0,0,0,0,8.793669636000061,53.07407498500004,Neustadt,Alte Neustadt,POINT (8.793669636000061 53.07407498500004)
2717,11,2018,5,5,10,3,5,2,1,1,0,0,0,0,0,0,8.824748810000074,53.084582270000055,Schwachhausen,Bürgerpark,POINT (8.824748810000074 53.08458227000006)
2718,11,2018,6,6,18,3,5,2,1,1,0,0,0,0,0,0,8.758219616000076,53.11650377900003,Gröpelingen,Lindenhof,POINT (8.758219616000076 53.11650377900003)
2719,11,2018,5,3,14,3,1,7,1,1,0,0,0,0,0,0,8.751393914000062,53.12575232300003,Gröpelingen,Ohlenhof,POINT (8.751393914000062 53.12575232300003)
2720,11,2018,5,3,7,3,3,6,1,1,0,0,0,0,0,0,8.852764430000036,53.073816589000046,Östliche Vorstadt,Hulsberg,POINT (8.852764430000036 53.07381658900005)
2721,12,2018,5,3,21,3,0,7,1,0,0,0,0,0,1,0,8.553802544000064,53.57879138000004,Häfen,Speckenbüttel,POINT (8.553802544000064 53.57879138000004)
2722,11,2018,5,4,8,3,5,2,1,1,0,0,0,0,0,0,8.898926462000077,53.12748678500003,,Borgfeld,POINT (8.898926462000077 53.12748678500003)
2723,12,2018,5,3,16,3,5,2,1,1,0,0,0,0,0,0,8.593882996000048,53.54934027400003,Geestemünde,Buschkämpen,POINT (8.593882996000048 53.54934027400003)
2724,12,2018,5,5,16,3,5,3,1,1,0,0,0,0,0,0,8.601996197000062,53.57027798200005,Lehe,Königsheide,POINT (8.601996197000062 53.57027798200005)
2725,12,2018,5,3,14,3,0,7,1,1,0,0,0,0,0,0,8.606788255000026,53.50973533500007,Wulsdorf,Geestemünde-Süd,POINT (8.606788255000026 53.50973533500007)
2726,11,2018,5,3,16,3,4,6,1,1,0,0,0,0,0,0,8.775558172000046,53.06050681100004,Neustadt,Neuenland,POINT (8.775558172000046 53.06050681100004)
2727,11,2018,5,2,14,3,5,3,1,1,0,0,0,0,0,0,8.720607021000035,53.13234271600004,Häfen,Industriehäfen,POINT (8.720607021000035 53.13234271600004)
2728,11,2018,5,3,17,3,5,2,1,1,0,0,0,0,0,0,8.95939136800007,53.04719750500004,Osterholz,Osterholz,POINT (8.95939136800007 53.04719750500004)
2729,11,2018,5,3,17,2,5,2,1,1,1,0,0,0,0,0,8.800136740000028,53.06234964300006,Neustadt,Buntentor,POINT (8.800136740000028 53.06234964300006)
2730,11,2018,5,3,16,3,5,3,1,0,0,0,0,1,0,0,8.792684447000056,53.06573495100008,Neustadt,Südervorstadt,POINT (8.792684447000056 53.06573495100008)
2731,11,2018,5,3,6,3,5,3,1,1,0,0,0,0,0,0,8.77721586000007,53.06554816800008,Neustadt,Neuenland,POINT (8.777215860000069 53.06554816800008)
2732,11,2018,5,6,14,3,5,3,1,1,0,0,0,0,0,0,8.815783131000046,53.05404557900005,Neustadt,Huckelriede,POINT (8.815783131000046 53.05404557900005)
2733,11,2018,5,5,15,3,1,5,1,1,0,0,0,0,0,0,8.807219658000065,53.06458814900003,Neustadt,Buntentor,POINT (8.807219658000065 53.06458814900003)
2734,11,2018,5,7,19,3,5,2,1,1,0,0,0,0,0,0,8.786335481000037,53.07464544700008,Neustadt,Alte Neustadt,POINT (8.786335481000037 53.07464544700008)
2735,11,2018,5,3,15,3,5,3,1,1,0,0,0,0,0,0,8.71383624200007,53.141694389000065,Burglesum,Burg-Grambke,POINT (8.71383624200007 53.14169438900007)
2736,11,2018,5,2,18,2,5,2,1,1,0,0,0,0,0,0,8.711477824000042,53.168428110000036,Burglesum,Burgdamm,POINT (8.711477824000042 53.16842811000004)
2737,11,2018,5,5,7,3,0,1,1,0,0,0,0,0,0,0,8.684221425000032,53.16348859500005,Burglesum,Lesum,POINT (8.684221425000032 53.16348859500005)
2738,11,2018,5,3,11,3,6,4,1,0,1,0,0,0,0,0,8.822654550000038,53.078580887000044,Mitte,Ostertor,POINT (8.822654550000038 53.07858088700004)
2739,11,2018,5,3,17,2,5,2,1,1,0,0,0,0,0,0,8.812783029000059,53.07331416400007,Mitte,Altstadt,POINT (8.812783029000059 53.07331416400007)
2740,11,2018,5,3,11,3,5,3,1,1,0,0,0,0,0,0,8.795005522000054,53.084626609000054,Mitte,Bahnhofsvorstadt,POINT (8.795005522000054 53.08462660900005)
2741,12,2018,6,1,17,3,1,5,1,1,0,0,0,0,0,0,8.568434643000046,53.54707336300004,Mitte,Weddewarden,POINT (8.568434643000046 53.54707336300004)
2742,11,2018,5,3,14,3,5,2,1,1,0,0,0,0,0,0,8.807623327000044,53.082506419000026,Mitte,Bahnhofsvorstadt,POINT (8.807623327000044 53.08250641900003)
2743,11,2018,5,3,15,3,5,3,1,1,0,0,0,0,0,0,8.870612940000058,53.09613076000005,Horn-Lehe,Horn,POINT (8.870612940000058 53.09613076000005)
2744,11,2018,5,5,14,3,0,1,1,1,0,0,0,0,0,0,8.941415981000034,53.06446649500003,Osterholz,Ellenerbrok-Schevemoor,POINT (8.941415981000034 53.06446649500003)
2745,11,2018,5,3,17,3,1,5,1,1,0,0,0,0,0,0,8.799150574000066,53.06802417400007,Neustadt,Südervorstadt,POINT (8.799150574000066 53.06802417400007)
2746,11,2018,5,3,21,3,5,3,1,1,0,0,0,0,1,0,8.726947050000035,53.04522006800005,Huchting,Sodenmatt,POINT (8.726947050000035 53.04522006800005)
2747,12,2018,5,5,12,3,0,7,1,1,0,0,0,0,0,0,8.586276686000076,53.56319975300005,Lehe,Königsheide,POINT (8.586276686000076 53.56319975300005)
2748,11,2018,6,1,11,3,1,1,1,1,0,0,0,0,0,0,8.732273727000063,53.05492144100003,Huchting,Mittelshuchting,POINT (8.732273727000063 53.05492144100003)
2749,11,2018,5,4,22,3,5,3,1,1,0,0,0,0,2,1,8.782609999000044,53.08708115100006,Walle,Überseestadt,POINT (8.782609999000044 53.08708115100006)
2750,11,2018,5,3,15,3,5,2,1,1,0,0,0,0,0,0,8.819678142000043,53.07989141000007,Mitte,Ostertor,POINT (8.819678142000043 53.07989141000007)
2751,11,2018,5,3,8,3,3,2,1,1,0,0,0,0,0,0,8.741052599000056,53.05264688500006,Huchting,Kirchhuchting,POINT (8.741052599000056 53.05264688500006)
2752,12,2018,5,2,17,2,0,7,1,0,0,0,0,0,0,0,8.552142078000031,53.57113972500008,Häfen,Speckenbüttel,POINT (8.552142078000031 53.57113972500008)
2753,12,2018,5,1,15,3,0,7,1,1,0,0,0,0,0,0,8.582079503000045,53.55300847400008,Lehe,Königsheide,POINT (8.582079503000045 53.55300847400008)
2754,12,2018,5,2,6,3,4,3,1,1,0,0,0,0,0,0,8.598609495000062,53.53613065300004,Geestemünde,Buschkämpen,POINT (8.598609495000062 53.53613065300004)
2755,11,2018,5,3,4,3,0,7,1,0,0,0,0,0,2,0,8.833363081000073,53.07100856000005,Östliche Vorstadt,Steintor,POINT (8.833363081000073 53.07100856000005)
2756,11,2018,5,5,9,3,6,4,1,0,1,0,0,0,0,0,8.80746491900004,53.08248217900007,Mitte,Bahnhofsvorstadt,POINT (8.80746491900004 53.08248217900007)
2757,12,2018,6,6,7,3,5,3,1,1,0,0,0,0,0,0,8.600301817000059,53.528618135000045,Geestemünde,Buschkämpen,POINT (8.600301817000059 53.52861813500004)
2758,11,2018,5,2,13,3,6,4,1,0,1,0,0,0,0,0,8.817053480000027,53.07650405100003,Mitte,Ostertor,POINT (8.817053480000027 53.07650405100003)
2759,12,2018,5,3,20,3,5,3,1,0,0,0,0,0,0,0,8.574816362000035,53.54998335800008,Mitte,Weddewarden,POINT (8.574816362000035 53.54998335800008)
2760,11,2018,5,2,8,3,5,3,1,1,0,0,0,0,0,0,8.785405257000036,53.07091720900007,Neustadt,Hohentor,POINT (8.785405257000036 53.07091720900007)
2761,11,2018,5,5,20,3,5,3,1,1,0,0,0,0,0,0,8.79912424500003,53.05644943500005,Neustadt,Neuenland,POINT (8.79912424500003 53.05644943500005)
2762,11,2018,5,2,14,3,4,6,1,1,0,0,0,0,0,0,8.762255750000065,53.09023169800008,Woltmershausen,Woltmershausen,POINT (8.762255750000065 53.09023169800008)
2763,12,2018,5,3,17,3,0,7,1,1,0,0,0,0,0,0,8.565503853000052,53.550175710000076,Häfen,Speckenbüttel,POINT (8.565503853000052 53.55017571000008)
2764,11,2018,5,2,18,3,3,2,1,1,0,0,0,0,0,0,8.824748810000074,53.084582270000055,Schwachhausen,Bürgerpark,POINT (8.824748810000074 53.08458227000006)
2765,11,2018,5,5,17,3,5,2,1,1,0,0,0,0,0,0,8.824176787000056,53.070279955000046,Mitte,Ostertor,POINT (8.824176787000056 53.07027995500005)
2766,11,2018,5,2,16,2,5,3,1,0,0,1,0,0,0,0,8.851724105000073,53.02689241000007,Obervieland,Arsten,POINT (8.851724105000073 53.02689241000007)
2767,11,2018,5,1,22,3,5,3,1,1,0,0,0,0,2,0,8.82086498800004,53.039274325000065,Obervieland,Kattenturm,POINT (8.820864988000039 53.03927432500006)
2768,11,2018,5,3,18,3,5,2,1,1,0,0,0,0,0,0,8.785633683000071,53.07096234100004,Neustadt,Hohentor,POINT (8.785633683000071 53.07096234100004)
2769,11,2018,5,2,17,3,5,2,1,1,0,0,0,0,0,0,8.784173493000026,53.10340006700005,Walle,Walle,POINT (8.784173493000026 53.10340006700005)
2770,12,2018,5,6,14,3,6,4,1,0,1,0,0,0,0,0,8.610668615000066,53.529764872000044,Geestemünde,Buschkämpen,POINT (8.610668615000066 53.52976487200004)
2771,11,2018,5,2,17,3,3,6,1,0,0,0,0,1,0,0,8.806912963000059,53.081841559000054,Mitte,Bahnhofsvorstadt,POINT (8.806912963000059 53.08184155900005)
2772,11,2018,5,2,14,3,5,3,1,1,0,0,0,0,0,0,8.774952505000044,53.06240638400004,Neustadt,Neuenland,POINT (8.774952505000044 53.06240638400004)
2773,11,2018,5,4,1,3,0,1,1,0,0,0,0,0,2,0,8.847881233000066,53.06610632400003,Östliche Vorstadt,Peterswerder,POINT (8.847881233000066 53.06610632400003)
2774,11,2018,5,5,7,3,5,3,1,1,0,0,0,0,0,0,8.524080109000067,53.204015620000064,Blumenthal,Farge,POINT (8.524080109000067 53.20401562000006)
2775,11,2018,5,2,17,3,5,3,1,1,0,0,0,0,0,0,8.78190653300004,53.05658723400006,Neustadt,Neuenland,POINT (8.78190653300004 53.05658723400006)
2776,11,2018,5,1,5,3,4,6,1,0,0,0,0,0,0,0,8.684206075000077,53.16349159500004,Burglesum,Lesum,POINT (8.684206075000077 53.16349159500004)
2777,11,2018,5,2,9,3,0,2,1,1,0,0,0,0,0,0,8.614214697000023,53.17622427300006,Vegesack,Vegesack,POINT (8.614214697000023 53.17622427300006)
2778,11,2018,5,2,18,3,5,3,1,1,0,0,0,0,0,0,8.803610760000026,53.08013936100008,Mitte,Altstadt,POINT (8.803610760000026 53.08013936100008)
2779,11,2018,5,4,9,3,5,2,1,1,0,0,0,0,0,0,8.901760576000072,53.10907580000003,Horn-Lehe,Lehesterdeich,POINT (8.901760576000072 53.10907580000003)
2780,11,2018,5,1,12,3,5,7,1,1,0,0,0,0,0,0,8.828408262000039,53.03707793800004,Obervieland,Kattenturm,POINT (8.828408262000039 53.03707793800004)
2781,11,2018,5,6,19,3,0,7,1,0,0,0,0,0,0,0,8.524077849000037,53.20403912800003,Blumenthal,Farge,POINT (8.524077849000037 53.20403912800003)
2782,11,2018,5,2,8,3,5,3,1,1,0,0,0,0,0,0,8.729420469000047,53.03948378700005,Huchting,Kirchhuchting,POINT (8.729420469000047 53.03948378700005)
2783,11,2018,5,7,17,3,5,3,1,1,0,0,0,0,0,0,8.741582613000048,53.05067430300005,Huchting,Kirchhuchting,POINT (8.741582613000048 53.05067430300005)
2784,11,2018,6,2,17,2,0,1,1,0,0,0,0,1,0,0,8.947186531000057,53.05810928000005,Osterholz,Ellenerbrok-Schevemoor,POINT (8.947186531000057 53.05810928000005)
2785,11,2018,5,2,7,3,5,3,1,0,0,0,0,1,0,0,8.773944907000043,53.05894139900005,Neustadt,Neuenland,POINT (8.773944907000043 53.05894139900005)
2786,12,2018,5,1,0,3,3,6,1,1,0,0,0,0,2,0,8.57212237300007,53.551943091000055,Mitte,Weddewarden,POINT (8.57212237300007 53.55194309100006)
2787,11,2018,5,2,18,3,4,6,1,0,0,0,0,0,0,0,8.84776493000004,53.04403871800008,Obervieland,Habenhausen,POINT (8.847764930000039 53.04403871800008)
2788,11,2018,5,1,0,3,0,7,1,0,0,0,0,0,2,0,8.801365417000056,53.07905590000007,Mitte,Altstadt,POINT (8.801365417000056 53.07905590000007)
2789,11,2018,5,5,18,3,1,5,1,1,0,0,0,0,0,0,8.836588783000025,53.06824324200005,Östliche Vorstadt,Peterswerder,POINT (8.836588783000025 53.06824324200005)
2790,11,2018,6,7,12,2,0,7,1,0,0,0,0,0,0,0,8.827247999000065,53.084884274000046,Schwachhausen,Bürgerpark,POINT (8.827247999000065 53.08488427400005)
2791,11,2018,5,4,15,3,5,3,1,1,0,0,0,0,0,0,8.575580468000055,53.191813747000026,Blumenthal,Blumenthal,POINT (8.575580468000055 53.19181374700003)
2792,11,2018,6,1,18,3,5,2,1,1,0,0,0,0,0,0,8.875920690000044,53.082226656000046,Vahr,Neue Vahr Südwest,POINT (8.875920690000044 53.08222665600005)
2793,11,2018,5,1,15,2,0,7,1,0,0,0,0,0,0,0,8.820699502000025,53.07269749400007,Mitte,Ostertor,POINT (8.820699502000025 53.07269749400007)
2794,11,2018,5,4,9,3,0,7,1,0,0,0,0,0,0,0,8.89174554300007,53.08414571800006,Vahr,Neue Vahr Nord,POINT (8.89174554300007 53.08414571800006)
2795,11,2018,5,1,12,2,0,7,1,0,0,0,0,0,0,0,8.86270084900002,53.06535287000003,Hemelingen,Hastedt,POINT (8.862700849000021 53.06535287000003)
2796,11,2018,5,7,13,3,1,7,1,1,0,0,0,0,0,0,8.707190139000033,53.17059820500003,Burglesum,Burgdamm,POINT (8.707190139000033 53.17059820500003)
2797,11,2018,5,7,18,3,0,7,1,0,0,0,0,0,0,0,8.831052765000038,53.085823151000056,Schwachhausen,Bürgerpark,POINT (8.831052765000038 53.08582315100006)
2798,11,2018,5,5,6,3,5,3,1,1,0,0,0,0,0,0,8.71555055500005,53.05363841600007,Huchting,Mittelshuchting,POINT (8.71555055500005 53.05363841600007)
2799,11,2018,5,7,14,2,0,7,1,0,0,0,0,0,0,0,8.85994937700002,53.133684807000066,,Blockland,POINT (8.859949377000021 53.13368480700007)
2800,11,2018,5,7,13,3,5,3,1,1,0,0,0,0,0,0,8.894848846000059,53.04605752700007,Hemelingen,Hemelingen,POINT (8.894848846000059 53.04605752700007)
2801,11,2018,5,7,17,2,5,3,1,0,0,0,0,0,0,0,8.858277549000036,53.04880308600008,Obervieland,Habenhausen,POINT (8.858277549000036 53.04880308600008)
2802,11,2018,5,5,15,3,5,2,1,1,0,0,0,0,0,0,8.82256293000006,53.07520831100004,Mitte,Ostertor,POINT (8.822562930000061 53.07520831100004)
2803,11,2018,5,6,22,3,1,7,1,1,0,0,0,0,2,0,8.823659060000068,53.071604259000026,Mitte,Ostertor,POINT (8.823659060000068 53.07160425900003)
2804,12,2018,5,6,18,3,5,3,1,0,0,0,0,0,0,0,8.600663092000048,53.57021302900006,Lehe,Königsheide,POINT (8.600663092000048 53.57021302900006)
