,UKREIS,UJAHR,UMONAT,UWOCHENTAG,USTUNDE,UKATEGORIE,UART,UTYP1,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,ULICHTVERH,STRZUSTAND,longitude,latitude,Stadtteil,Ortsteil
3429,11,2018,12,6,11,3,5,2,1,1,0,0,0,0,0,1,8.850108615000067,53.08523314200005,Schwachhausen,Riensberg
3430,11,2018,11,6,7,3,6,4,1,0,1,0,0,0,1,0,8.79947211800004,53.07790172800003,Mitte,Altstadt
3431,11,2018,10,6,16,3,5,3,1,1,0,0,0,0,0,1,8.833164667000062,53.07014046500007,Östliche Vorstadt,Peterswerder
3432,12,2018,12,3,11,3,1,5,1,1,0,0,0,0,0,0,8.580575114000055,53.55086491900005,Mitte (BHV),Mitte-Nord
3433,11,2018,10,6,17,3,5,2,1,1,0,0,0,0,0,1,8.801329766000038,53.07148645900003,Neustadt,Alte Neustadt
3434,11,2018,11,3,17,3,5,3,1,1,0,0,0,0,2,1,8.83732815600007,53.07680530400006,Östliche Vorstadt,Fesenfeld
3435,11,2018,11,3,11,3,5,3,1,1,0,0,0,0,0,0,8.58896631400006,53.18305716500004,Blumenthal,Blumenthal
3436,11,2018,12,7,19,3,3,6,1,1,0,0,0,0,2,1,8.766716899000073,53.08508227000004,Woltmershausen,Woltmershausen
3437,11,2018,10,6,17,3,5,2,1,1,0,0,0,0,1,1,8.82096415600006,53.08155679800007,Schwachhausen,Barkhof
3438,11,2018,11,4,8,3,5,3,1,1,0,0,0,0,0,0,8.733448735000024,53.08733903700005,Häfen,Neustädter Hafen
3439,11,2018,11,3,11,3,5,3,1,1,0,0,0,0,0,0,8.825091133000058,53.08419650800005,Schwachhausen,Bürgerpark
3440,12,2018,12,5,16,2,5,3,1,1,0,0,0,0,2,1,8.57412103300004,53.55778857800004,Mitte (BHV),Mitte-Nord
3441,11,2018,11,6,7,3,1,5,1,1,0,0,0,0,0,0,8.730056576000038,53.04335216100003,Huchting,Kirchhuchting
3442,12,2018,10,5,10,3,5,3,1,0,0,0,0,1,0,1,8.596814753000046,53.568042536000064,Lehe (BHV),Klushof
3443,12,2018,10,5,11,3,0,7,1,0,0,0,0,0,0,1,8.601035128000035,53.53468243800006,Geestemünde,Bürgerpark (BHV)
3444,12,2018,10,5,7,3,5,3,1,1,0,0,0,0,1,1,8.618773514000054,53.59275463600005,Leherheide,Leherheide-West
3445,11,2018,11,2,15,3,5,2,1,1,0,0,0,0,0,0,8.757900565000057,53.05852808000003,Huchting,Grolland
3446,11,2018,11,2,18,3,3,2,1,1,0,0,0,0,2,0,8.589042255000038,53.18307483800004,Blumenthal,Blumenthal
3447,11,2018,11,6,23,3,0,7,1,0,0,0,0,0,2,1,8.803194549000068,53.08025876000005,Mitte,Altstadt
3448,11,2018,12,5,7,3,0,1,1,0,0,0,0,0,1,1,8.861747657000024,53.067924324000046,Hemelingen,Hastedt
3449,11,2018,11,4,16,3,5,3,1,0,0,0,0,1,1,0,8.81140547900003,53.10106279300004,Findorff,Weidedamm
3450,11,2018,10,5,10,2,5,3,1,1,0,0,0,0,0,1,8.876541798000062,53.08104399200005,Vahr,Gartenstadt Vahr
3451,11,2018,11,5,14,3,4,6,1,0,0,0,0,0,0,1,8.851824817000022,53.08864968200004,Schwachhausen,Riensberg
3452,11,2018,10,5,18,3,5,3,1,1,0,0,0,0,2,1,8.785402969000074,53.06851520800007,Neustadt,Neustadt
3453,11,2018,11,3,10,3,5,3,1,1,0,0,0,0,0,0,8.578277762000027,53.18500419400005,Blumenthal,Blumenthal
3454,11,2018,10,5,16,3,0,7,1,0,0,0,0,1,0,1,8.807807901000047,53.07570215700008,Mitte,Altstadt
3455,11,2018,11,6,10,3,1,6,1,1,0,0,0,0,0,0,8.848784998000042,53.03189762300008,Obervieland,Arsten
3456,11,2018,11,5,16,3,5,2,1,1,0,0,0,0,1,1,8.834365584000068,53.08199579700005,Schwachhausen,Schwachhausen
3457,11,2018,10,5,20,3,5,3,1,1,0,0,0,0,2,0,8.770100393000064,53.095257770000046,Walle,Überseestadt
3458,11,2018,11,2,15,3,0,1,1,0,0,0,0,0,0,1,8.808912758000076,53.06357581900005,Neustadt,Buntentor
3459,11,2018,10,5,8,3,5,2,1,1,0,0,0,0,1,1,8.87652201800006,53.08103757300006,Vahr,Gartenstadt Vahr
3460,11,2018,11,5,12,3,3,6,1,1,0,0,0,0,0,0,8.830488226000057,53.071562838000034,Östliche Vorstadt,Steintor
3461,11,2018,11,3,11,3,5,2,1,1,0,0,0,0,0,0,8.819665668000027,53.03830567500006,Obervieland,Kattenturm
3462,11,2018,10,4,21,3,0,1,1,0,0,0,0,0,2,0,8.811345308000057,53.072440613000026,Mitte,Altstadt
3463,11,2018,11,6,14,2,0,2,1,1,0,0,0,0,0,0,8.870613572000025,53.09612268500007,Horn-Lehe,Horn
3464,11,2018,11,5,10,2,5,2,1,1,0,0,0,0,0,0,8.615678332000073,53.19435461400008,Vegesack,Unbekannt
3465,11,2018,10,5,17,3,5,3,1,1,0,0,0,0,0,0,8.801250637000066,53.079000611000026,Mitte,Altstadt
3466,11,2018,11,2,16,3,5,3,1,1,0,0,0,0,0,0,8.88205360400002,53.07919971700005,Vahr,Neue Vahr Südwest
3467,11,2018,10,5,7,3,5,3,1,1,0,0,0,0,1,1,8.824459175000072,53.08437498800004,Schwachhausen,Barkhof
3468,12,2018,11,5,16,3,3,6,1,0,0,0,0,0,0,0,8.59998043500002,53.573390345000064,Lehe (BHV),Eckernfeld
3469,12,2018,10,4,17,3,3,5,1,1,0,0,0,0,0,1,8.585933462000071,53.55960473300007,Lehe (BHV),Klushof
3470,12,2018,10,4,15,3,5,2,1,1,0,0,0,0,0,1,8.606299313000022,53.53053891300004,Geestemünde,Bürgerpark (BHV)
3471,11,2018,11,5,13,3,5,3,1,0,0,0,0,0,0,0,8.76025871500002,53.11537931400005,Gröpelingen,Lindenhof
3472,11,2018,12,4,8,3,0,1,1,0,0,0,0,0,0,2,8.820291113000053,53.03012448700008,Obervieland,Kattenesch
3473,11,2018,12,7,16,3,5,3,1,1,0,0,0,0,1,0,8.878575184000056,53.07893319900006,Vahr,Gartenstadt Vahr
3474,11,2018,11,6,14,3,4,6,1,0,0,1,0,0,0,0,8.806042708000064,53.08686549600003,Mitte,Bahnhofsvorstadt
3475,11,2018,11,4,16,3,4,6,1,0,0,0,0,0,1,1,8.710030102000076,53.15061464600007,Burglesum,Burg-Grambke
3476,11,2018,10,4,8,3,5,3,1,1,0,0,0,0,0,1,8.575349844000073,53.19214658600004,Blumenthal,Blumenthal
3477,11,2018,10,4,9,3,1,3,1,1,0,0,0,0,0,1,8.824460431000034,53.08438514200003,Schwachhausen,Barkhof
3478,11,2018,10,4,12,2,0,7,1,0,0,0,0,0,0,1,8.806531810000024,53.06499281700008,Neustadt,Buntentor
3479,11,2018,11,4,14,3,5,2,1,1,0,0,0,0,0,0,8.837359139000057,53.03789077300007,Obervieland,Arsten
3480,11,2018,12,3,13,3,1,1,1,0,0,0,0,1,0,0,8.69324436200003,53.17823628700006,Burglesum,Lesum
3481,11,2018,11,1,11,3,0,7,1,0,0,0,0,0,0,1,8.827789205000045,53.07252575200005,Östliche Vorstadt,Steintor
3482,11,2018,10,4,7,3,5,3,1,1,0,0,0,0,0,1,8.860693340000068,53.07916485700008,Schwachhausen,Gete
3483,11,2018,11,4,12,3,5,3,1,1,0,0,0,0,0,0,8.740816520000067,53.05307426000007,Huchting,Mittelshuchting
3484,11,2018,10,4,10,3,4,2,1,1,0,0,0,0,0,1,8.805185195000035,53.09359734100008,Findorff,Regensburger Str.
3485,11,2018,10,4,17,3,3,6,1,1,0,0,0,0,2,1,8.85638190700007,53.08948131600005,Schwachhausen,Riensberg
3486,11,2018,11,3,6,2,5,3,1,1,0,0,0,0,2,1,8.845708383000044,53.03314046500003,Obervieland,Arsten
3487,11,2018,12,5,23,3,1,5,1,1,0,0,0,0,2,1,8.822975334000034,53.07368695800005,Mitte,Ostertor
3488,12,2018,11,5,18,3,5,3,1,1,0,0,0,0,2,0,8.593875346000061,53.57293242000003,Lehe (BHV),Eckernfeld
3489,11,2018,10,4,7,3,5,3,1,1,0,0,0,0,2,1,8.824439033000033,53.08448651600003,Schwachhausen,Barkhof
3490,11,2018,11,3,8,3,3,6,1,1,0,0,0,0,0,0,8.814155391000043,53.07781440500003,Mitte,Bahnhofsvorstadt
3491,12,2018,10,3,8,3,5,3,1,1,0,0,0,0,1,1,8.59499431300003,53.57021698900007,Lehe (BHV),Klushof
3492,11,2018,10,3,11,3,5,2,1,1,0,0,0,0,0,1,8.932317946000069,53.03882012200006,Hemelingen,Mahndorf
3493,11,2018,11,3,8,3,5,3,1,1,0,0,0,0,0,0,8.796635266000067,53.08270903700003,Mitte,Altstadt
3494,11,2018,12,5,7,3,5,3,1,1,0,0,0,0,0,1,8.760162151000031,53.08794538000007,Woltmershausen,Woltmershausen
3495,11,2018,10,4,15,3,5,3,1,1,0,0,0,0,0,0,8.826426286000071,53.07081131800004,Östliche Vorstadt,Steintor
3496,11,2018,11,3,19,3,5,3,1,1,0,0,0,0,2,0,8.80414440900006,53.07239509500005,Neustadt,Alte Neustadt
3497,11,2018,10,3,16,3,5,3,1,1,0,0,0,0,0,1,8.856583983000064,53.08248018500007,Vahr,Gartenstadt Vahr
3498,11,2018,11,6,12,3,6,4,1,0,1,0,0,0,0,0,8.832670854000071,53.080633858000056,Schwachhausen,Gete
3499,11,2018,11,5,8,3,5,3,1,1,0,0,0,0,0,1,8.936763943000074,53.058663695000064,Osterholz,Ellenerbrok-Schevemoor
3500,11,2018,11,2,0,3,0,7,1,0,0,0,0,0,2,1,8.836379044000068,53.07012081300008,Östliche Vorstadt,Peterswerder
3501,11,2018,10,3,18,3,4,2,1,0,0,0,0,0,2,1,8.816479569000023,53.070174662000056,Mitte,Ostertor
3502,11,2018,11,2,8,3,5,3,1,0,0,0,0,1,0,1,8.820246264000048,53.08106866500003,Mitte,Ostertor
3503,11,2018,11,2,16,3,5,2,1,0,0,0,0,1,1,0,8.871036748000051,53.09869232800003,Horn-Lehe,Lehe
3504,11,2018,12,5,21,2,0,7,1,0,0,0,0,0,2,1,8.686125024000035,53.17255402400008,Burglesum,Lesum
3505,11,2018,10,3,23,2,5,3,1,1,0,0,0,0,2,1,8.801323672000024,53.07148975100006,Neustadt,Alte Neustadt
3506,11,2018,12,2,16,3,5,3,1,1,0,0,0,0,2,1,8.697792110000023,53.17200073400005,Burglesum,Lesum
3507,12,2018,11,6,5,3,5,3,1,1,0,0,0,0,2,1,8.546174970000038,53.58256883200005,Häfen (BHV),Stadtbremisches Überseehafengebiet Bremerhaven
3508,11,2018,10,3,11,3,1,5,1,1,0,0,0,0,0,1,8.826018633000047,53.07500719700005,Östliche Vorstadt,Fesenfeld
3509,11,2018,10,3,15,3,6,4,1,0,1,0,0,0,0,1,8.795355786000073,53.06545321700003,Neustadt,Südervorstadt
3510,11,2018,10,2,8,2,0,3,1,1,0,0,0,0,0,1,8.821672112000044,53.08213791700007,Schwachhausen,Barkhof
3511,11,2018,11,2,8,3,1,5,1,1,0,0,0,0,0,0,8.840911185000039,53.082992542000056,Schwachhausen,Gete
3512,11,2018,12,7,16,3,1,5,1,1,0,0,0,0,2,0,8.607200670000054,53.18552870800005,Vegesack,Unbekannt
3513,11,2018,10,2,15,3,6,4,1,0,1,0,0,0,0,0,8.796667145000072,53.103899055000056,Walle,Osterfeuerberg
3514,11,2018,11,4,16,3,3,6,1,0,0,0,0,0,0,0,8.830267159000073,53.090453413000034,Schwachhausen,Bürgerpark
3515,11,2018,10,2,12,3,5,3,1,1,0,0,0,0,0,0,8.79903209300005,53.06964617900008,Neustadt,Alte Neustadt
3516,11,2018,11,5,22,3,5,3,1,1,0,0,0,0,2,0,8.787034709000068,53.08295880500003,Walle,Überseestadt
3517,11,2018,10,2,9,3,0,1,1,1,0,0,0,0,0,1,8.828388265000058,53.08516173600003,Schwachhausen,Bürgerpark
3518,11,2018,11,4,8,3,0,7,1,0,0,0,0,0,0,0,8.808869203000029,53.07480367200003,Mitte,Altstadt
3519,11,2018,12,4,9,3,3,2,1,1,0,0,0,0,0,1,8.712750405000065,53.16985490700006,Burglesum,Burgdamm
3520,11,2018,10,2,15,2,5,3,1,1,0,0,0,0,0,0,8.75795607200007,53.05802742900005,Huchting,Grolland
3521,11,2018,10,2,7,2,5,3,1,1,0,0,0,0,2,1,8.910870845000034,53.03939412300008,Hemelingen,Arbergen
3522,11,2018,11,6,16,3,4,2,1,1,0,0,0,0,1,0,8.96004739600005,53.05094725100008,Osterholz,Osterholz
3523,11,2018,12,3,7,3,0,7,1,1,0,0,0,0,0,0,8.781361415000049,53.10123735000008,Walle,Walle
3524,11,2018,11,6,12,3,5,3,1,1,0,0,0,0,0,0,8.857926593000059,53.03988640500006,Obervieland,Habenhausen
3525,11,2018,11,6,18,3,4,6,1,0,0,0,0,0,2,0,8.81973034200007,53.08404543100005,Schwachhausen,Barkhof
3526,11,2018,10,1,18,3,5,2,1,1,0,0,0,0,2,0,8.862477385000034,53.10676647100007,Horn-Lehe,Lehe
3527,11,2018,10,1,14,3,5,3,1,1,0,0,0,0,0,0,8.740055274000042,53.05141966200006,Huchting,Kirchhuchting
3528,11,2018,12,5,19,3,5,2,1,1,0,0,0,0,2,1,8.852368991000048,53.073670812000046,Östliche Vorstadt,Hulsberg
3529,11,2018,11,5,13,3,5,3,1,1,0,0,0,0,0,1,8.942403309000042,53.05836827300004,Osterholz,Ellenerbrok-Schevemoor
3530,11,2018,10,3,8,3,5,3,1,1,0,0,0,0,0,0,8.782251171000041,53.10032024200007,Walle,Walle
3531,12,2018,11,2,19,3,0,7,1,1,0,0,0,0,2,0,8.586178589000042,53.561929227000064,Lehe (BHV),Twischkamp
3532,11,2018,10,7,12,3,0,2,1,1,0,0,0,0,0,0,8.826169697000068,53.034341107000046,Obervieland,Kattenturm
3533,11,2018,10,3,17,3,4,2,1,1,0,0,0,0,2,0,8.790341516000069,53.07194022700003,Neustadt,Hohentor
3534,11,2018,11,3,18,3,3,6,1,0,0,0,0,0,2,1,8.805271643000026,53.08104040000006,Mitte,Bahnhofsvorstadt
3535,12,2018,11,5,15,3,3,2,1,1,0,0,0,0,0,0,8.59775396300006,53.53411337900008,Geestemünde,Geestendorf
3536,11,2018,10,3,10,3,5,3,1,1,0,0,0,0,0,1,8.892897275000053,53.04985498400004,Hemelingen,Hemelingen
3537,11,2018,12,2,17,3,5,3,1,0,0,0,0,0,2,1,8.82099322700003,53.08160400600008,Schwachhausen,Barkhof
3538,12,2018,10,6,13,3,3,6,1,1,0,0,0,0,0,0,8.605894440000043,53.52318737400003,Geestemünde,Grünhöfe
3539,11,2018,11,4,13,3,5,3,1,1,0,0,0,0,0,0,8.740760082000065,53.05306420400007,Huchting,Mittelshuchting
3540,11,2018,11,1,11,3,5,3,1,1,0,0,0,0,0,1,8.739555880000069,53.13627729500007,Gröpelingen,Oslebshausen
3541,11,2018,11,7,17,3,0,2,1,1,0,0,0,0,2,0,8.91606531800005,53.07117765300006,Hemelingen,Sebaldsbrück
3542,11,2018,10,6,17,3,5,3,1,1,0,0,0,0,0,0,8.80415219300005,53.07241275700005,Neustadt,Alte Neustadt
3543,11,2018,10,3,16,3,5,2,1,1,0,0,0,0,0,0,8.572457198000052,53.18713572500008,Blumenthal,Blumenthal
3544,11,2018,10,6,11,3,5,2,1,1,0,0,0,0,0,0,8.88222255100004,53.10098297200005,Horn-Lehe,Lehe
3545,11,2018,10,6,2,3,5,2,1,1,0,0,0,0,2,0,8.830953657000066,53.07141636000006,Östliche Vorstadt,Steintor
3546,11,2018,10,6,12,3,5,2,1,1,0,0,0,0,0,0,8.892017681000027,53.04795770800007,Hemelingen,Hemelingen
3547,11,2018,10,3,16,3,5,2,1,1,0,0,0,0,0,1,8.825097936000077,53.08419299000008,Schwachhausen,Bürgerpark
3548,11,2018,11,5,8,2,0,7,1,0,0,0,0,0,0,0,8.816258093000044,53.056207423000046,Neustadt,Huckelriede
3549,11,2018,12,4,7,3,0,1,1,0,0,0,0,0,1,2,8.805592681000064,53.07315667900008,Mitte,Altstadt
3550,11,2018,10,6,12,3,5,2,1,1,0,0,0,0,0,0,8.767331585000022,53.11183271200008,Gröpelingen,Gröpelingen
3551,11,2018,11,5,21,3,3,2,1,1,0,0,0,0,2,0,8.794086167000046,53.07434645600006,Neustadt,Alte Neustadt
3552,11,2018,10,6,8,3,5,3,1,1,0,0,0,0,0,0,8.793407201000036,53.09287530600005,Walle,Westend
3553,11,2018,12,6,12,3,5,3,1,1,0,0,0,0,0,1,8.849633678000032,53.08510598500004,Schwachhausen,Gete
3554,11,2018,11,6,18,3,5,2,1,1,0,0,0,0,2,0,8.801977252000029,53.07144628300006,Neustadt,Alte Neustadt
3555,11,2018,10,6,16,3,5,2,1,0,0,0,0,1,0,0,8.846919533000062,53.04829888200004,Obervieland,Habenhausen
3556,11,2018,11,4,15,3,5,3,1,1,0,0,0,0,0,0,8.747222726000075,53.12624488900008,Gröpelingen,Ohlenhof
3557,11,2018,12,3,18,3,5,3,1,1,0,0,0,0,2,0,8.842936094000038,53.08853025500008,Schwachhausen,Schwachhausen
3558,11,2018,11,6,16,3,5,3,1,1,0,0,0,0,2,0,8.775279132000037,53.070486595000034,Woltmershausen,Woltmershausen
3559,11,2018,11,4,18,3,4,6,1,0,0,0,0,0,2,0,8.800544982000076,53.070805879000034,Neustadt,Alte Neustadt
3560,11,2018,11,3,7,3,5,3,1,1,0,0,0,0,1,0,8.57264245600004,53.19798559900005,Blumenthal,Lüssum-Bockhorn
3561,11,2018,10,5,13,3,5,3,1,0,0,0,0,0,0,1,8.84692164200004,53.048301423000055,Obervieland,Habenhausen
3562,11,2018,10,5,15,3,5,3,1,1,0,0,0,0,0,0,8.78888652300003,53.09341522400007,Walle,Westend
3563,11,2018,12,3,9,3,5,2,1,1,0,0,0,0,0,0,8.577109456000073,53.188373332000026,Blumenthal,Blumenthal
3564,11,2018,11,6,14,3,5,3,1,1,0,0,0,0,0,0,8.82733441800002,53.08304268800004,Schwachhausen,Barkhof
3565,11,2018,11,5,17,3,5,2,1,1,0,0,0,0,2,1,8.794143888000065,53.10303564800006,Walle,Osterfeuerberg
3566,11,2018,10,5,7,3,5,2,1,1,0,0,0,0,1,0,8.774298438000073,53.10149449600004,Walle,Walle
3567,12,2018,10,4,16,3,5,2,1,1,0,0,0,0,0,0,8.591034567000065,53.54398757700005,Geestemünde,Geestemünde-Nord
3568,11,2018,11,3,17,3,1,5,1,1,0,0,0,0,2,0,8.786172529000055,53.10037832900008,Walle,Walle
3569,11,2018,12,5,20,3,5,3,1,0,0,0,0,1,2,0,8.898755244000029,53.08924828700003,Oberneuland,Unbekannt
3570,11,2018,10,4,16,3,5,3,1,1,0,0,0,0,0,0,8.792108865000046,53.073034903000064,Neustadt,Alte Neustadt
3571,11,2018,11,3,18,3,5,2,1,0,0,0,0,1,2,0,8.780564985000069,53.068143633000034,Neustadt,Hohentor
3572,11,2018,11,7,13,3,5,2,1,0,0,0,1,0,0,0,8.794164971000043,53.10318900200008,Walle,Osterfeuerberg
3573,11,2018,10,4,15,3,5,3,1,1,0,0,0,0,0,0,8.952095624000037,53.034593837000045,Hemelingen,Mahndorf
3574,11,2018,10,4,2,3,5,3,1,1,0,0,0,0,2,1,8.726712641000063,53.03566575000008,Unbekannt,Unbekannt
3575,11,2018,10,4,16,3,6,6,1,0,1,0,0,0,0,0,8.888546549000068,53.05826607400007,Hemelingen,Hemelingen
3576,11,2018,11,2,15,3,0,6,1,0,0,0,1,0,0,1,8.707513681000023,53.17156468100006,Burglesum,Burgdamm
3577,12,2018,10,3,10,2,5,3,1,1,0,0,0,0,0,0,8.586105771000064,53.56436353600003,Lehe (BHV),Twischkamp
3578,11,2018,12,4,8,3,5,2,1,0,0,0,1,0,0,1,8.808582631000036,53.08291992000005,Mitte,Bahnhofsvorstadt
3579,12,2018,10,3,8,3,3,2,1,1,0,0,0,0,0,0,8.56905028500006,53.551618878000056,Mitte (BHV),Mitte-Nord
3580,11,2018,10,2,13,2,5,3,1,0,0,0,0,0,0,0,8.79974648600006,53.07294203200007,Neustadt,Alte Neustadt
3581,12,2018,10,3,11,3,0,1,1,0,0,0,0,0,0,0,8.574703536000072,53.54448951500007,Mitte (BHV),Mitte-Süd
3582,12,2018,11,3,15,3,5,3,1,1,0,0,0,0,0,0,8.547678868000048,53.58112010800005,Häfen (BHV),Stadtbremisches Überseehafengebiet Bremerhaven
3583,11,2018,11,2,20,3,1,5,1,1,0,0,0,0,1,0,8.611328351000054,53.17525884100007,Vegesack,Fähr-Lobbendorf
3584,11,2018,12,2,15,3,0,2,1,1,0,0,0,0,0,1,8.880992078000077,53.10142826600003,Horn-Lehe,Lehe
3585,12,2018,10,3,15,3,5,3,1,1,0,0,0,0,0,0,8.611332859000072,53.58821242900007,Leherheide,Leherheide-West
3586,11,2018,11,5,15,3,6,4,1,0,1,0,0,0,0,0,8.815201018000039,53.05177301800006,Neustadt,Huckelriede
3587,11,2018,12,4,10,2,0,7,1,0,0,0,0,0,0,2,8.877906421000034,53.08254390700006,Vahr,Neue Vahr Nord
3588,11,2018,10,3,17,2,5,3,1,1,0,0,0,0,0,0,8.81118869200003,53.07236655300005,Mitte,Altstadt
3589,11,2018,10,3,15,3,1,5,1,1,0,0,0,0,0,0,8.61321530300006,53.183935372000064,Vegesack,Fähr-Lobbendorf
3590,12,2018,12,5,14,3,5,2,1,1,0,0,0,0,0,1,8.58590348100006,53.55925102700007,Lehe (BHV),Klushof
3591,11,2018,10,3,17,3,1,5,1,1,0,0,0,0,0,0,8.878528111000037,53.06530285600007,Hemelingen,Hastedt
3592,11,2018,11,5,8,3,5,2,1,1,0,0,0,0,0,1,8.801315654000064,53.07149408300006,Neustadt,Alte Neustadt
3593,11,2018,10,3,16,3,5,3,1,1,0,0,0,0,0,0,8.916689877000067,53.07120220200005,Osterholz,Ellener Feld
3594,11,2018,11,7,21,3,5,3,1,1,0,0,0,0,2,1,8.825087680000024,53.08419829200005,Schwachhausen,Bürgerpark
3595,12,2018,10,2,8,3,5,2,1,1,0,0,0,0,0,0,8.593688782000072,53.56170774000003,Lehe (BHV),Klushof
3596,12,2018,10,2,6,2,5,3,1,1,0,0,0,0,2,0,8.601939019000042,53.57027328600003,Lehe (BHV),Schierholz
3597,11,2018,11,3,7,3,4,2,1,1,0,0,0,0,1,0,8.852307566000036,53.07368382100003,Östliche Vorstadt,Hulsberg
3598,12,2018,10,2,7,3,0,7,1,0,0,0,0,0,0,0,8.625338412000076,53.59332848000008,Leherheide,Leherheide-West
3599,12,2018,11,5,15,3,5,3,1,1,0,0,0,0,0,0,8.59764218600003,53.57267250000007,Lehe (BHV),Eckernfeld
3600,12,2018,10,2,11,2,5,2,1,1,0,0,0,0,0,0,8.595300203000022,53.51127925400005,Wulsdorf,Dreibergen
3601,11,2018,11,5,17,3,3,2,1,0,0,0,0,1,2,0,8.777443047000077,53.09540877100005,Walle,Steffensweg
3602,11,2018,12,3,8,2,5,2,1,1,0,0,0,0,0,1,8.844921677000059,53.04578307300005,Obervieland,Habenhausen
3603,11,2018,11,4,12,2,0,7,1,1,0,0,0,0,0,0,8.800764231000073,53.06162982300003,Neustadt,Gartenstadt Süd
3604,11,2018,12,3,12,3,5,3,1,1,0,0,0,0,0,0,8.801972698000043,53.071454035000045,Neustadt,Alte Neustadt
3605,11,2018,10,2,8,3,3,6,1,0,0,0,0,0,0,0,8.911569237000037,53.07122146000006,Hemelingen,Sebaldsbrück
3606,12,2018,11,6,6,3,5,3,1,1,0,0,0,0,2,1,8.589664653000057,53.56781504300005,Lehe (BHV),Klushof
3607,11,2018,10,2,17,3,4,6,1,0,0,0,0,0,0,0,8.947682523000026,53.06424972000008,Osterholz,Ellenerbrok-Schevemoor
3608,11,2018,11,3,14,3,5,3,1,1,0,0,0,0,0,0,8.82508688400003,53.084593770000026,Schwachhausen,Bürgerpark
3609,11,2018,11,6,17,2,0,1,1,0,0,0,0,0,0,0,8.765056351000055,53.08274875700005,Woltmershausen,Woltmershausen
3610,11,2018,12,5,16,3,5,3,1,1,0,0,0,0,2,1,8.794959711000047,53.084600763000026,Mitte,Bahnhofsvorstadt
3611,12,2018,12,2,9,3,5,2,1,1,0,0,0,0,0,1,8.597863261000043,53.57994682800006,Lehe (BHV),Eckernfeld
3612,11,2018,10,1,15,3,5,3,1,0,0,0,0,0,0,0,8.541997973000036,53.18976526600005,Blumenthal,Rönnebeck
3613,11,2018,10,4,9,3,4,2,1,1,0,0,0,0,0,0,8.817407719000073,53.08344401100004,Schwachhausen,Barkhof
3614,11,2018,11,2,22,3,6,4,1,0,1,0,0,0,2,1,8.830206898000029,53.08178828500007,Schwachhausen,Schwachhausen
3615,11,2018,12,2,9,3,5,3,1,1,0,0,0,0,0,1,8.813104101000022,53.09889061000007,Findorff,Weidedamm
3616,11,2018,12,1,10,3,5,2,1,1,0,0,0,0,0,0,8.791770811000049,53.09091568000008,Walle,Utbremen
3617,12,2018,12,7,17,3,5,3,1,1,0,0,0,0,2,0,8.586734694000029,53.56637555000003,Lehe (BHV),Klushof
3618,11,2018,12,7,18,3,5,3,1,1,0,0,0,0,2,1,8.824501553000061,53.084278665000056,Schwachhausen,Barkhof
3619,11,2018,12,7,12,3,0,1,1,0,0,0,0,0,0,1,8.578767042000038,53.18192875900007,Blumenthal,Blumenthal
3620,12,2018,12,6,12,3,5,3,1,1,0,0,0,0,0,1,8.591878982000026,53.55903617300004,Lehe (BHV),Klushof
3621,11,2018,12,6,11,3,6,6,1,0,1,0,0,0,0,1,8.768935602000056,53.11645105700006,Gröpelingen,Gröpelingen
3622,11,2018,12,5,18,2,0,7,1,0,0,0,0,0,2,1,8.80957548200007,53.09957196400006,Findorff,Weidedamm
3623,11,2018,12,5,13,3,5,2,1,0,0,0,0,1,0,0,8.787848265000036,53.06274688000008,Neustadt,Neuenland
3624,11,2018,12,5,15,3,1,7,1,1,0,0,0,0,0,1,8.772101024000051,53.10926607400006,Walle,Walle
3625,11,2018,12,4,15,3,0,1,1,1,0,0,0,0,0,0,8.570571278000045,53.18215179400005,Blumenthal,Blumenthal
3626,11,2018,12,4,19,3,6,6,1,0,1,0,0,0,2,1,8.901501091000057,53.108093763000056,Horn-Lehe,Lehesterdeich
3627,11,2018,12,4,12,3,5,3,1,1,0,0,0,0,0,1,8.763137614000073,53.05999600100006,Huchting,Grolland
3628,11,2018,12,2,11,3,0,3,1,1,0,0,0,0,0,0,8.909886622000045,53.03957936300003,Hemelingen,Arbergen
3629,11,2018,12,2,9,3,0,1,1,0,0,0,0,0,0,1,8.813722398000039,53.09145464800008,Findorff,Weidedamm
3630,11,2018,12,7,18,2,0,7,1,0,0,0,0,0,2,1,8.807843647000027,53.064216421000026,Neustadt,Buntentor
3631,11,2018,12,6,15,3,1,7,1,1,0,0,0,0,1,1,8.813437442000065,53.08039281100008,Mitte,Bahnhofsvorstadt
3632,11,2018,12,6,17,3,5,3,1,1,0,0,0,0,2,1,8.801609618000043,53.069775907000064,Neustadt,Alte Neustadt
3633,11,2018,12,6,16,3,5,3,1,1,0,0,0,0,2,1,8.941101844000059,53.06749186500008,Osterholz,Ellenerbrok-Schevemoor
3634,12,2018,12,5,13,3,5,3,1,0,0,0,1,0,0,1,8.56479289500004,53.56797659800003,Häfen (BHV),Stadtbremisches Überseehafengebiet Bremerhaven
3635,11,2018,12,5,10,3,0,7,1,0,0,0,0,0,0,1,8.827633801000047,53.07257186100003,Östliche Vorstadt,Steintor
3636,11,2018,12,5,16,3,0,3,1,1,0,0,0,0,1,1,8.865912660000049,53.09894911300006,Horn-Lehe,Lehe
