,UKREIS,UJAHR,UMONAT,UWOCHENTAG,USTUNDE,UKATEGORIE,UART,UTYP1,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,ULICHTVERH,STRZUSTAND,longitude,latitude,Stadtteil,Ortsteil
1999,12,2017,8,5,18,3,0,7,1,0,0,0,0,0,0,0,8.59760835000003,53.59165647300006,Leherheide,Königsheide
2000,11,2017,8,4,19,3,5,3,1,1,0,0,0,0,0,0,8.86934569400006,53.098599844000034,Horn-Lehe,Lehe
2001,11,2017,8,4,7,3,5,3,1,1,0,0,0,0,0,0,8.824961107000036,53.08457034200006,Schwachhausen,Bürgerpark
2002,12,2017,8,3,19,3,3,2,1,1,0,0,0,0,0,1,8.546679831000063,53.58113491100005,Häfen (BHV),Stadtbremisches Überseehafengebiet Bremerhaven
2003,11,2017,8,3,12,3,5,2,1,1,0,0,0,0,0,0,8.794069513000068,53.07433560200008,Neustadt,Alte Neustadt
2004,11,2017,8,3,13,3,0,3,1,1,0,0,0,0,0,0,8.778775304000021,53.10076364300005,Walle,Walle
2005,11,2017,8,3,10,2,4,2,1,1,0,0,0,0,0,0,8.728739552000036,53.038881583000034,Huchting,Kirchhuchting
2006,11,2017,8,3,22,3,0,7,1,0,0,0,0,1,2,1,8.787459633000026,53.05618652700008,Neustadt,Neuenland
2007,11,2017,8,3,11,3,2,6,1,0,0,0,0,0,0,0,8.833785338000041,53.08647751400008,Schwachhausen,Schwachhausen
2008,11,2017,8,3,8,3,5,3,1,0,0,0,0,1,0,0,8.853923609000049,53.104111113000044,Horn-Lehe,Lehe
2009,12,2017,8,2,12,3,5,3,1,0,0,0,0,1,0,0,8.579601627000045,53.54870034900006,Mitte (BHV),Mitte-Süd
2010,11,2017,8,2,11,3,1,5,1,1,0,0,0,0,0,0,8.884585471000037,53.05416182600004,Hemelingen,Hemelingen
2011,11,2017,8,2,5,3,0,7,1,0,0,0,0,0,1,1,8.58384757500005,53.18170211400008,Blumenthal,Blumenthal
2012,11,2017,8,2,18,3,5,3,1,1,0,0,0,0,0,0,8.795381130000067,53.07516312400003,Neustadt,Alte Neustadt
2013,11,2017,8,2,11,3,5,3,1,1,0,0,0,0,0,0,8.894596088000071,53.07945958300007,Vahr,Neue Vahr Südost
2014,11,2017,8,2,8,3,3,6,1,0,0,0,0,1,0,0,8.85449828000003,53.08230330600003,Vahr,Gartenstadt Vahr
2015,11,2017,8,2,16,3,5,3,1,1,0,0,0,0,0,0,8.834590470000023,53.07225430300008,Östliche Vorstadt,Hulsberg
2016,11,2017,8,2,7,3,2,6,1,0,0,0,0,0,0,0,8.841008301000045,53.04075874700004,Obervieland,Kattenturm
2017,11,2017,8,2,9,3,5,2,1,1,0,0,0,0,0,0,8.89926743600006,53.05918352100008,Hemelingen,Sebaldsbrück
2018,12,2017,8,5,7,3,3,6,1,1,0,0,0,0,0,1,8.586402892000024,53.53693134100007,Geestemünde,Geestemünde-Nord
2019,11,2017,8,2,6,2,5,3,1,0,0,0,0,0,0,0,8.89257438900006,53.12927638700006,Unbekannt,Borgfeld
2020,11,2017,8,2,17,3,4,6,1,0,0,0,0,1,0,0,8.907225438000069,53.12078639200007,Unbekannt,Borgfeld
2021,12,2017,8,1,14,3,2,6,1,0,0,0,0,0,0,0,8.611967585000059,53.57071328900008,Lehe (BHV),Schierholz
2022,12,2017,8,1,17,3,5,3,1,1,0,0,0,0,0,0,8.592101998000032,53.57535435600005,Lehe (BHV),Eckernfeld
2023,11,2017,8,1,11,3,5,3,1,0,0,1,0,0,0,1,8.775905287000057,53.09858115100008,Walle,Überseestadt
2024,11,2017,8,1,16,3,5,3,1,1,0,0,0,0,0,0,8.947307942000066,53.03673961000004,Hemelingen,Mahndorf
2025,11,2017,8,1,11,3,5,3,1,1,0,0,0,0,0,1,8.796776603000069,53.06697508500008,Neustadt,Südervorstadt
2026,12,2017,8,7,14,3,1,5,1,1,0,0,0,0,0,1,8.608244289000027,53.52583752500004,Geestemünde,Grünhöfe
2027,11,2017,8,7,16,3,5,2,1,0,0,0,0,1,0,0,8.571494518000065,53.19106711000006,Blumenthal,Blumenthal
2028,11,2017,8,7,13,3,0,7,1,0,0,0,0,1,0,1,8.81232908000004,53.07132377900007,Mitte,Altstadt
2029,11,2017,8,7,14,3,5,3,1,1,0,0,0,0,0,0,8.80412887500006,53.07260767600008,Mitte,Altstadt
2030,12,2017,8,6,15,3,0,7,1,0,0,0,0,1,0,1,8.610937980000074,53.50370703300007,Wulsdorf,Jedutenberg
2031,12,2017,8,6,10,3,5,3,1,1,0,0,0,0,0,1,8.60607082000007,53.59355462100007,Leherheide,Königsheide
2032,11,2017,8,5,8,3,5,3,1,1,0,0,0,0,0,0,8.803250824000031,53.07219198300004,Neustadt,Alte Neustadt
2033,12,2017,9,5,17,2,5,3,1,1,0,0,0,0,0,0,8.601768994000054,53.59156665400008,Leherheide,Königsheide
2034,11,2017,8,6,18,3,5,3,1,1,0,0,0,0,0,0,8.832001977000061,53.07751783500004,Östliche Vorstadt,Fesenfeld
2035,11,2017,8,6,13,3,0,1,1,0,0,0,0,0,0,1,8.806232919000024,53.07963320400006,Mitte,Altstadt
2036,11,2017,8,5,8,3,1,7,1,1,0,0,0,0,0,0,8.886501529000043,53.12056465200004,Horn-Lehe,Lehesterdeich
2037,11,2017,8,5,17,3,6,4,1,0,1,0,0,0,0,0,8.79727289300007,53.08642559700007,Mitte,Bahnhofsvorstadt
2038,11,2017,8,5,16,3,6,7,1,0,1,0,0,0,0,0,8.832025522000038,53.06864794300003,Östliche Vorstadt,Steintor
2039,11,2017,8,5,8,3,0,7,1,1,0,0,0,0,0,0,8.902961574000074,53.09462087600008,Oberneuland,Unbekannt
2040,11,2017,8,5,8,3,5,2,1,1,0,0,0,0,0,0,8.635989159000076,53.17128080600003,Vegesack,Grohn
2041,11,2017,8,4,12,2,1,5,1,1,0,0,0,0,0,0,8.787223777000065,53.07003859600008,Neustadt,Hohentor
2042,11,2017,11,7,13,3,0,1,1,0,0,0,0,0,0,1,8.611348339000074,53.17525447200006,Vegesack,Fähr-Lobbendorf
2043,11,2017,11,7,10,3,5,2,1,1,0,0,0,0,0,0,8.791002654000067,53.09154510000008,Walle,Westend
2044,11,2017,11,7,10,3,6,6,1,0,1,0,0,0,0,1,8.747888085000056,53.12571120500007,Gröpelingen,Ohlenhof
2045,11,2017,9,2,5,2,5,3,1,1,0,0,0,0,2,1,8.64971276500006,53.17392370600004,Vegesack,Schönebeck
2046,11,2017,11,7,11,3,5,3,1,1,0,0,0,0,0,0,8.799741072000074,53.05494482900008,Neustadt,Neuenland
2047,11,2017,11,2,13,3,5,3,1,1,0,0,0,0,0,0,8.858229747000053,53.10527071100006,Horn-Lehe,Lehe
2048,12,2017,11,6,12,3,5,2,1,1,0,0,0,0,0,0,8.584749672000044,53.55685817900007,Lehe (BHV),Klushof
2049,11,2017,11,3,7,3,7,7,1,0,0,0,0,1,0,0,8.791262506000066,53.06562804400005,Neustadt,Neustadt
2050,11,2017,11,6,12,3,5,3,1,1,0,0,0,0,0,0,8.889116307000052,53.11034739400003,Horn-Lehe,Lehesterdeich
2051,11,2017,11,4,18,3,5,3,1,1,0,0,0,0,2,1,8.793382290000068,53.08073991300006,Mitte,Altstadt
2052,11,2017,11,6,7,3,0,7,1,0,0,0,0,0,1,1,8.918137010000066,53.03888663600003,Hemelingen,Arbergen
2053,11,2017,11,6,7,3,1,5,1,1,0,0,0,0,0,1,8.86702149000007,53.07002684600008,Hemelingen,Hastedt
2054,12,2017,11,5,11,3,3,6,1,1,0,0,0,0,0,1,8.585877701000072,53.55919734300005,Lehe (BHV),Klushof
2055,11,2017,11,5,13,3,5,3,1,1,0,0,0,0,0,0,8.883905034000065,53.07909507100004,Vahr,Neue Vahr Südwest
2056,11,2017,11,5,9,3,5,2,1,0,0,0,0,1,0,1,8.828742426000076,53.07808181200005,Östliche Vorstadt,Fesenfeld
2057,11,2017,11,5,8,3,5,3,1,1,0,0,0,0,0,1,8.836361588000045,53.07482980000003,Östliche Vorstadt,Fesenfeld
2058,11,2017,11,5,13,3,5,3,1,1,0,0,0,0,0,0,8.794607729000063,53.09161975400008,Walle,Utbremen
2059,11,2017,11,5,15,3,0,7,1,1,0,0,0,0,0,0,8.76298772900003,53.11399247500003,Gröpelingen,Gröpelingen
2060,11,2017,11,4,13,3,5,3,1,1,0,0,0,0,0,1,8.635645329000056,53.17911148400003,Vegesack,Schönebeck
2061,11,2017,11,4,9,3,2,7,1,1,0,0,0,0,0,1,8.818715086000054,53.08010164800004,Mitte,Bahnhofsvorstadt
2062,11,2017,11,4,19,3,5,3,1,1,0,0,0,0,2,1,8.809785394000073,53.068821298000046,Neustadt,Alte Neustadt
2063,11,2017,11,4,13,3,5,2,1,0,0,0,0,1,0,1,8.833937418000062,53.07108788600004,Östliche Vorstadt,Hulsberg
2064,11,2017,9,2,7,3,5,2,1,1,0,0,0,0,1,1,8.850564615000053,53.07111758900004,Östliche Vorstadt,Peterswerder
2065,12,2017,9,1,13,3,5,2,1,1,0,0,0,0,0,0,8.614347001000056,53.53178528900003,Geestemünde,Bürgerpark (BHV)
2066,11,2017,9,1,20,3,5,2,1,1,0,0,0,0,2,1,8.838182988000028,53.07889173600006,Schwachhausen,Gete
2067,11,2017,11,4,7,3,0,7,1,1,0,0,0,0,1,1,8.871571782000046,53.08649186900004,Schwachhausen,Radio Bremen
2068,11,2017,11,4,7,3,5,3,1,0,0,0,0,0,1,1,8.777123120000056,53.106605339000055,Walle,Walle
2069,11,2017,9,1,13,2,0,7,1,0,0,0,0,0,0,0,8.799046905000068,53.090878589000056,Mitte,Bahnhofsvorstadt
2070,11,2017,9,1,22,3,2,6,1,1,0,0,0,0,2,0,8.871441117000074,53.07667482900007,Vahr,Gartenstadt Vahr
2071,11,2017,11,4,21,3,5,2,1,1,0,0,0,0,2,0,8.875431873000025,53.08209483600007,Vahr,Gartenstadt Vahr
2072,11,2017,9,1,3,3,6,4,1,0,1,0,0,0,2,0,8.919272697000054,53.03822031800007,Hemelingen,Arbergen
2073,11,2017,11,4,8,3,5,3,1,1,0,0,0,0,0,1,8.786724843000059,53.07439824300008,Neustadt,Alte Neustadt
2074,11,2017,10,3,15,3,5,3,1,1,0,0,0,0,0,0,8.777876003000074,53.09508875500006,Walle,Steffensweg
2075,11,2017,10,3,13,2,0,1,1,0,0,0,0,0,0,0,8.882562561000043,53.063615739000056,Hemelingen,Hastedt
2076,11,2017,11,3,16,3,5,2,1,1,0,0,0,0,1,0,8.854489434000072,53.07066658100007,Östliche Vorstadt,Hulsberg
2077,12,2017,10,2,11,3,6,6,1,0,1,0,0,0,0,0,8.57558638300003,53.54724705800004,Mitte (BHV),Mitte-Süd
2078,11,2017,9,7,20,2,5,3,1,1,0,0,0,0,2,0,8.838002137000046,53.06787396200008,Östliche Vorstadt,Peterswerder
2079,11,2017,11,5,18,3,5,2,1,1,0,0,0,0,2,0,8.80804218000003,53.05956987800005,Neustadt,Huckelriede
2080,11,2017,10,2,12,3,5,2,1,1,0,0,0,0,0,0,8.803200226000058,53.084672099000045,Mitte,Bahnhofsvorstadt
2081,11,2017,11,6,22,3,5,3,1,1,0,0,0,0,2,1,8.961588103000054,53.066835311000034,Osterholz,Tenever
2082,11,2017,10,2,10,3,3,6,1,0,0,0,0,0,0,0,8.870799586000032,53.09848948500007,Horn-Lehe,Lehe
2083,11,2017,10,2,14,3,5,3,1,1,0,0,0,0,0,1,8.919916644000068,53.07337609100006,Osterholz,Blockdiek
2084,11,2017,10,2,13,3,3,6,1,0,0,0,0,0,0,1,8.89572337200002,53.097137116000056,Horn-Lehe,Lehesterdeich
2085,11,2017,10,1,11,2,6,7,1,0,1,0,0,0,0,1,8.816947983000034,53.06600634100005,Neustadt,Huckelriede
2086,11,2017,10,1,17,2,0,1,1,0,0,0,0,0,2,1,8.859433572000057,53.04680990300005,Obervieland,Habenhausen
2087,11,2017,10,7,17,3,5,2,1,1,0,0,0,0,1,1,8.796885168000074,53.094670740000026,Findorff,Regensburger Str.
2088,11,2017,9,7,9,2,0,1,1,0,0,0,0,0,0,0,8.877204315000029,53.07480355000007,Vahr,Gartenstadt Vahr
2089,12,2017,10,6,16,3,5,3,1,1,0,0,0,0,0,1,8.610865581000041,53.52242193100005,Geestemünde,Grünhöfe
2090,11,2017,9,6,11,2,5,3,1,1,0,0,0,0,0,0,8.88260546500004,53.10081010700003,Horn-Lehe,Lehe
2091,12,2017,10,6,12,3,5,3,1,1,0,0,0,0,0,0,8.599493467000059,53.50527958200007,Wulsdorf,Jedutenberg
2092,11,2017,10,6,13,3,5,3,1,1,0,0,0,0,0,1,8.755534477000026,53.12476496200003,Gröpelingen,Ohlenhof
2093,11,2017,10,6,7,2,5,3,1,0,0,0,0,1,0,1,8.782741205000036,53.08711509800003,Walle,Überseestadt
2094,11,2017,10,6,19,3,5,3,1,1,0,0,0,0,2,1,8.870986497000047,53.08748469600005,Schwachhausen,Radio Bremen
2095,11,2017,10,6,7,3,5,3,1,1,0,0,0,0,0,1,8.823915157000044,53.03347179100007,Obervieland,Kattenturm
2096,11,2017,10,6,14,2,5,2,1,0,0,0,0,1,0,0,8.790396401000066,53.08624622500008,Walle,Überseestadt
2097,11,2017,10,5,12,3,6,1,1,0,1,0,0,0,0,0,8.848719389000053,53.071479330000045,Östliche Vorstadt,Peterswerder
2098,11,2017,9,6,7,3,5,3,1,1,0,0,0,0,0,0,8.963291943000058,53.05794783800008,Osterholz,Tenever
2099,11,2017,10,5,12,3,7,7,1,0,0,0,0,1,0,0,8.809028205000061,53.06031605200008,Neustadt,Huckelriede
2100,11,2017,10,5,14,3,5,3,1,1,0,0,0,0,0,0,8.882032856000023,53.07909768500008,Vahr,Neue Vahr Südwest
2101,12,2017,10,4,13,3,5,3,1,1,0,0,0,0,0,1,8.589864454000065,53.53806164500003,Geestemünde,Geestemünde-Nord
2102,12,2017,10,4,13,3,0,7,1,1,0,0,0,0,0,1,8.594961259000058,53.530907479000064,Geestemünde,Geestendorf
2103,11,2017,9,5,11,3,6,4,1,0,1,0,0,0,0,0,8.837098682000033,53.08264786900003,Schwachhausen,Schwachhausen
2104,11,2017,11,2,13,3,5,3,1,1,0,0,0,0,0,0,8.825295976000064,53.04356236800004,Obervieland,Kattenturm
2105,11,2017,10,4,16,3,0,7,1,0,0,0,0,0,0,1,8.80912186200004,53.09889474800008,Findorff,Weidedamm
2106,11,2017,9,5,20,2,5,3,1,0,0,0,0,0,1,1,8.892655448000028,53.12924942400008,Unbekannt,Borgfeld
2107,11,2017,10,4,20,2,3,2,1,1,0,0,0,0,2,1,8.882558320000044,53.10082629600004,Horn-Lehe,Lehe
2108,11,2017,10,3,8,3,5,7,1,1,0,0,0,0,0,1,8.732556246000058,53.04780431400008,Huchting,Sodenmatt
2109,11,2017,10,3,7,3,5,3,1,1,0,0,0,0,1,1,8.565334250000035,53.19718192500005,Blumenthal,Lüssum-Bockhorn
2110,11,2017,10,3,19,3,6,4,1,0,1,0,0,0,2,1,8.83687928300003,53.07695315900003,Östliche Vorstadt,Fesenfeld
2111,11,2017,10,3,20,3,5,2,1,1,0,0,0,0,2,1,8.847162035000053,53.08699371700004,Schwachhausen,Schwachhausen
2112,11,2017,10,3,22,3,6,4,1,0,1,0,0,0,2,1,8.882084649000035,53.10314049600004,Horn-Lehe,Lehesterdeich
2113,11,2017,10,3,13,3,2,6,1,0,0,0,0,0,0,1,8.796860735000053,53.08095422200006,Mitte,Altstadt
2114,11,2017,10,3,18,2,5,3,1,1,0,0,0,0,2,1,8.781096246000061,53.05509587600005,Neustadt,Neuenland
2115,11,2017,10,3,21,3,5,3,1,1,0,0,0,0,2,1,8.82443855300005,53.08429737200004,Schwachhausen,Barkhof
2116,12,2017,10,2,17,2,5,3,1,1,0,0,0,0,0,0,8.578244428000062,53.55562181300007,Lehe (BHV),Goethestrasse
2117,11,2017,9,5,16,3,5,2,1,1,0,0,0,0,0,0,8.887819320000062,53.03458108400008,Hemelingen,Hemelingen
2118,12,2017,10,2,13,3,5,3,1,1,0,0,0,0,0,1,8.58836199500007,53.56650830300004,Lehe (BHV),Klushof
2119,11,2017,11,1,14,3,5,3,1,1,0,0,0,0,0,0,8.820725946000039,53.06933642300004,Mitte,Ostertor
2120,11,2017,10,2,10,3,5,3,1,1,0,0,0,0,0,1,8.623830781000038,53.17600794100008,Vegesack,Vegesack
2121,11,2017,11,6,15,3,0,6,1,0,0,0,0,0,0,1,8.803164110000068,53.08464382000005,Mitte,Bahnhofsvorstadt
2122,11,2017,11,2,10,2,0,7,1,0,0,0,0,0,0,0,8.934545296000067,53.09030430000007,Oberneuland,Unbekannt
2123,11,2017,10,2,15,3,5,2,1,0,0,0,0,0,0,1,8.816384808000066,53.097208548000026,Findorff,Weidedamm
2124,11,2017,10,2,8,3,0,7,1,0,0,0,0,1,1,1,8.81543300900006,53.06230714700007,Neustadt,Huckelriede
2125,11,2017,10,2,17,3,3,6,1,1,0,0,0,0,0,1,8.803200249000042,53.08459834700005,Mitte,Bahnhofsvorstadt
2126,11,2017,11,1,15,3,3,6,1,1,0,0,0,0,0,0,8.91458248300006,53.09418660300008,Oberneuland,Unbekannt
2127,11,2017,10,7,20,3,0,1,1,0,0,0,0,0,2,1,8.851339394000036,53.07228103700004,Östliche Vorstadt,Hulsberg
2128,11,2017,10,7,9,2,6,4,1,0,1,0,0,0,0,0,8.791992350000044,53.06732927600007,Neustadt,Neustadt
2129,11,2017,10,7,15,3,0,7,1,0,0,0,0,1,0,1,8.873870005000072,53.06450410900004,Hemelingen,Hastedt
2130,12,2017,10,6,16,3,0,1,1,0,0,0,0,0,0,1,8.59199609500007,53.57615484000007,Lehe (BHV),Eckernfeld
2131,12,2017,10,6,15,3,5,3,1,1,0,0,0,0,0,1,8.584941818000061,53.56421832800004,Lehe (BHV),Twischkamp
2132,11,2017,9,4,18,3,1,7,1,0,0,0,0,1,0,1,8.736905880000052,53.05176549000004,Huchting,Kirchhuchting
2133,11,2017,10,6,13,3,8,1,1,1,0,0,0,0,0,1,8.84338398400007,53.06692268000006,Östliche Vorstadt,Peterswerder
2134,11,2017,9,4,11,3,5,7,1,0,0,0,0,1,0,0,8.736276841000063,53.04133106900008,Huchting,Kirchhuchting
2135,11,2017,10,6,17,3,3,2,1,1,0,0,0,0,0,0,8.76422351900004,53.11321687100008,Gröpelingen,Lindenhof
2136,11,2017,10,6,7,3,4,6,1,0,0,0,0,0,1,1,8.902300452000077,53.08213976000008,Vahr,Neue Vahr Südost
2137,11,2017,10,5,20,3,5,3,1,1,0,0,0,0,2,0,8.825099098000067,53.08423996700003,Schwachhausen,Bürgerpark
2138,11,2017,10,5,18,3,5,3,1,1,0,0,0,0,0,0,8.832167080000033,53.04030836500005,Obervieland,Kattenturm
2139,11,2017,10,5,13,3,4,7,1,0,0,0,0,0,0,0,8.807958813000027,53.08784777400007,Findorff,Findorff-Bürgerweide
2140,11,2017,10,5,17,3,5,2,1,1,0,0,0,0,0,0,8.786792711000032,53.07448855500007,Neustadt,Alte Neustadt
2141,12,2017,10,4,15,3,5,2,1,1,0,0,0,0,0,0,8.62747295400004,53.52801609000005,Schiffdorferdamm,Schiffdorferdamm
2142,12,2017,10,4,11,3,5,3,1,1,0,0,0,0,0,0,8.595147913000062,53.56562305400007,Lehe (BHV),Klushof
2143,11,2017,9,3,17,3,5,3,1,1,0,0,0,0,0,1,8.810987969000053,53.061259989000064,Neustadt,Huckelriede
2144,11,2017,10,4,18,3,5,2,1,1,0,0,0,0,1,0,8.76150721700003,53.12159936100005,Gröpelingen,Gröpelingen
2145,11,2017,9,3,7,3,4,6,1,0,0,0,0,0,1,1,8.784400964000042,53.07545615300006,Woltmershausen,Woltmershausen
2146,11,2017,9,3,7,3,4,2,1,1,0,0,0,0,0,0,8.803969261000077,53.103457166000055,Findorff,In den Hufen
2147,11,2017,9,3,19,3,5,3,1,1,0,0,0,0,2,0,8.794901883000023,53.09393821000003,Walle,Utbremen
2148,11,2017,10,4,7,3,5,3,1,1,0,0,0,0,0,0,8.786586678000049,53.08795065400005,Walle,Überseestadt
2149,11,2017,10,3,17,2,0,7,1,0,0,0,0,0,0,0,8.832083491000049,53.07103106700004,Östliche Vorstadt,Steintor
2150,11,2017,10,3,8,3,5,3,1,1,0,0,0,0,1,0,8.789575496000054,53.054726223000046,Neustadt,Neuenland
2151,11,2017,10,3,16,3,5,3,1,1,0,0,0,0,0,0,8.864261938000027,53.06270569800006,Hemelingen,Hastedt
2152,11,2017,10,2,15,3,1,5,1,1,0,0,0,0,0,0,8.803520929000058,53.06679617300006,Neustadt,Buntentor
2153,11,2017,10,2,18,3,0,7,1,0,0,0,0,0,1,1,8.889999075000048,53.10890878800007,Horn-Lehe,Lehesterdeich
2154,11,2017,10,2,11,3,5,3,1,1,0,0,0,0,0,0,8.820427840000036,53.03799286900005,Obervieland,Kattenturm
2155,11,2017,10,2,18,3,5,3,1,1,0,0,0,0,1,0,8.870748523000032,53.09590693600006,Horn-Lehe,Horn
2156,11,2017,10,2,13,3,5,2,1,1,0,0,0,0,0,0,8.696457918000021,53.16859389800004,Burglesum,Lesum
2157,11,2017,10,1,11,3,4,2,1,1,0,0,0,0,0,0,8.850200108000024,53.06557663700005,Östliche Vorstadt,Peterswerder
2158,11,2017,10,1,18,3,5,2,1,1,0,0,0,0,1,0,8.833399349000047,53.08638025700003,Schwachhausen,Bürgerpark
2159,11,2017,9,3,14,3,5,3,1,1,0,0,0,0,0,0,8.874773486000038,53.06123041100005,Hemelingen,Hastedt
2160,11,2017,9,3,7,2,5,7,1,0,0,0,0,1,0,0,8.904489727000055,53.10948767900004,Unbekannt,Borgfeld
2161,11,2017,11,5,19,3,5,2,1,1,0,0,0,0,2,1,8.869278767000026,53.07480881700008,Vahr,Gartenstadt Vahr
2162,11,2017,10,1,14,2,4,6,1,1,0,0,0,0,0,0,8.807871155000043,53.07257918100004,Mitte,Altstadt
2163,11,2017,10,1,11,3,6,4,1,0,1,0,0,0,0,0,8.819994713000028,53.06946673800008,Mitte,Ostertor
2164,11,2017,10,7,12,3,5,3,1,1,0,0,0,0,0,0,8.826354220000042,53.07935564500008,Mitte,Ostertor
2165,11,2017,9,3,8,2,5,3,1,1,0,0,0,0,0,0,8.803242029000046,53.06961726200007,Neustadt,Alte Neustadt
2166,11,2017,10,7,8,2,0,6,1,0,0,0,0,0,0,0,8.899587397000062,53.10016694500007,Oberneuland,Unbekannt
2167,12,2017,10,6,11,3,5,2,1,1,0,0,0,0,0,0,8.581130109000071,53.55109562400003,Lehe (BHV),Klushof
2168,11,2017,10,6,15,3,5,3,1,1,0,0,0,0,0,0,8.802590052000028,53.07979540700006,Mitte,Altstadt
2169,11,2017,10,6,13,3,3,2,1,1,0,0,0,0,0,0,8.854035143000033,53.08254710200004,Schwachhausen,Radio Bremen
2170,11,2017,10,5,15,3,5,3,1,0,0,1,0,0,0,0,8.799540056000069,53.07014581100003,Neustadt,Alte Neustadt
2171,11,2017,10,5,16,3,5,3,1,1,0,0,0,0,0,0,8.813752932000057,53.08024565200003,Mitte,Bahnhofsvorstadt
2172,11,2017,11,3,17,3,5,2,1,1,0,0,0,0,2,0,8.794917756000075,53.09395820700007,Walle,Utbremen
2173,11,2017,10,5,17,3,4,2,1,1,0,0,0,0,0,0,8.796360967000055,53.08255433900007,Mitte,Altstadt
2174,11,2017,10,5,13,3,5,2,1,1,0,0,0,0,0,0,8.854797202000043,53.07643883600008,Schwachhausen,Gete
2175,12,2017,10,4,14,3,0,7,1,0,0,0,0,0,0,1,8.586010088000023,53.56026063200005,Lehe (BHV),Klushof
2176,11,2017,9,2,13,3,2,6,1,0,0,0,0,0,0,0,8.833506791000048,53.070631211000034,Östliche Vorstadt,Peterswerder
2177,12,2017,9,1,13,3,6,7,1,0,1,0,0,0,0,0,8.580386788000055,53.560736820000045,Lehe (BHV),Twischkamp
2178,12,2017,10,4,11,3,5,3,1,1,0,0,0,0,0,0,8.595994903000076,53.566884781000056,Lehe (BHV),Klushof
2179,11,2017,10,4,10,3,5,2,1,0,0,0,0,1,0,1,8.831372128000055,53.08124783400007,Schwachhausen,Barkhof
2180,11,2017,10,4,13,3,5,2,1,1,0,0,0,0,0,0,8.805817370000057,53.07146014200004,Neustadt,Alte Neustadt
2181,11,2017,10,3,12,3,5,3,1,1,0,0,0,0,0,0,8.881070395000052,53.08065200500005,Vahr,Neue Vahr Südwest
2182,11,2017,10,3,12,3,0,1,1,0,0,0,0,0,0,0,8.800670979000074,53.07859664200004,Mitte,Altstadt
2183,11,2017,10,3,16,3,5,2,1,1,0,0,0,0,0,0,8.837346206000063,53.07684937500005,Östliche Vorstadt,Hulsberg
2184,11,2017,10,3,19,3,5,3,1,1,0,0,0,0,2,1,8.637669651000067,53.16683655000003,Vegesack,Grohn
2185,11,2017,9,1,20,3,5,3,1,1,0,0,0,0,2,1,8.802018017000023,53.07143647100003,Neustadt,Alte Neustadt
2186,12,2017,11,3,7,3,2,6,1,1,0,0,0,0,0,0,8.606360607000056,53.51680128500004,Geestemünde,Grünhöfe
2187,11,2017,10,3,9,3,5,3,1,1,0,0,0,0,0,0,8.731323024000062,53.04795207900003,Huchting,Sodenmatt
2188,11,2017,10,3,11,3,5,3,1,1,0,0,0,0,0,0,8.862523980000049,53.09928782000003,Horn-Lehe,Lehe
2189,11,2017,10,2,14,3,5,3,1,0,0,0,0,1,0,1,8.799813075000031,53.07836573200007,Mitte,Altstadt
2190,11,2017,10,2,11,3,3,6,1,0,0,0,0,0,0,0,8.804264525000065,53.06223674800003,Neustadt,Buntentor
2191,11,2017,10,1,17,3,5,3,1,1,0,0,0,0,0,0,8.838029431000052,53.06785345200007,Östliche Vorstadt,Peterswerder
2192,11,2017,10,7,16,3,5,3,1,1,0,0,0,0,0,1,8.929305973000055,53.07176467800008,Osterholz,Blockdiek
2193,11,2017,10,6,15,3,0,1,1,0,0,0,0,0,0,1,8.831869235000056,53.07109688600008,Östliche Vorstadt,Steintor
2194,11,2017,10,6,8,3,6,4,1,0,1,0,0,0,0,1,8.80512254200005,53.10016007300004,Findorff,Regensburger Str.
2195,11,2017,10,5,6,3,4,2,1,0,0,0,0,1,2,1,8.880308133000028,53.08244101500003,Vahr,Neue Vahr Südwest
2196,11,2017,11,6,14,3,5,3,1,0,0,0,0,0,0,1,8.724476335000077,53.052818804000026,Huchting,Sodenmatt
2197,12,2017,10,4,16,3,5,3,1,1,0,0,0,0,0,1,8.58359180900004,53.55518467300004,Lehe (BHV),Klushof
2198,11,2017,10,4,11,3,5,3,1,1,0,0,0,0,0,0,8.882517328000063,53.10084037500008,Horn-Lehe,Lehe
2199,11,2017,11,5,10,3,5,3,1,1,0,0,0,0,0,0,8.818163649000041,53.07773702100008,Mitte,Ostertor
2200,11,2017,10,4,22,3,5,3,1,1,0,0,0,0,2,0,8.798561251000024,53.05452003600004,Neustadt,Neuenland
2201,11,2017,11,6,16,3,5,2,1,1,0,0,0,0,1,1,8.770458913000027,53.11404735000008,Gröpelingen,Gröpelingen
2202,12,2017,10,3,1,2,0,7,1,0,0,0,0,0,2,0,8.641639922000024,53.52033274400003,Surheide,Surheide
2203,12,2017,10,2,6,3,0,7,1,1,0,0,0,0,2,1,8.597498100000053,53.571536826000056,Lehe (BHV),Klushof
2204,12,2017,10,2,6,3,5,3,1,1,0,0,0,0,2,1,8.596694575000072,53.571761552000055,Lehe (BHV),Klushof
2205,12,2017,10,2,17,3,5,3,1,1,0,0,0,0,0,0,8.593182815000034,53.57364079600006,Lehe (BHV),Eckernfeld
2206,11,2017,10,2,11,3,0,1,1,0,0,0,0,0,0,1,8.818002267000054,53.07239704500006,Mitte,Ostertor
